order_id,district,product_id
35187638572501,21,3
17600387222304,21,3
35187244470599,21,3
35187541135595,21,3
35187468305338,21,3
35187607456970,21,3
35187452363935,21,3
35187640543040,21,3
35187361247185,21,3
35187698435159,21,3
35187698040189,21,3
35187706441989,21,3
